91	23	0	445.8	16.2	-1.4
91	23	0	445.8	16.2	-1.4
91	23	0	445.8	16.2	-1.4
91	23	0	445.8	16.2	-1.4
91	23	0	445.8	16.2	-1.4
91	23	0	445.8	16.2	-1.4
91	23	0	445.8	16.2	-1.4
91	23	0	445.8	16.2	-1.4
91	23	0	445.8	16.2	-1.4
91	23	0	445.8	16.2	-1.4
91	23	0	445.8	16.2	-1.4
91	23	0	445.8	16.2	-1.4
91	23	0	445.7	16.2	-1.4
91	23	0	445.7	16.2	-1.4
91	23	0	445.7	16.2	-1.4
91	23	0	445.7	16.2	-1.4
91	33	0	445.7	16.1	-2
91	33	0	445.7	16.1	-2
91	33	0	445.7	16.1	-2
91	33	0	445.7	16.1	-2
91	37	0	445.7	16.1	-2.3
91	37	0	445.7	16.1	-2.3
91	37	0	445.7	16.1	-2.3
91	40	0	445.5	16.1	-2.5
91	40	0	445.5	16.1	-2.5
91	40	0	445.5	16.1	-2.5
91	40	0	445.5	16.1	-2.5
91	41	0	445.5	16.1	-2.5
91	41	0	445.5	16.1	-2.5
91	41	0	445.5	16.1	-2.5
91	41	0	445.5	16.1	-2.5
91	41	0	445.5	16.1	-2.5
91	41	0	445.5	16.1	-2.5
91	41	0	445.5	16.1	-2.5
91	41	0	445.4	16.1	-2.5
91	41	0	445.4	16.1	-2.5
91	41	0	445.4	16.1	-2.5
91	41	0	445.4	16.1	-2.5
91	40	0	445.4	16.1	-2.5
91	40	0	445.4	16.1	-2.5
91	40	0	445.4	16.1	-2.5
91	40	0	445.4	16.1	-2.5
91	40	0	445.4	16.1	-2.5
91	40	0	445.4	16.1	-2.5
91	40	0	445.4	16.1	-2.5
91	40	0	445.4	16.1	-2.5
91	40	0	445.4	16.1	-2.5
91	40	0	445.4	16.1	-2.5
91	40	0	445.4	16.1	-2.5
91	40	0	445.4	16.1	-2.5
91	40	0	445.4	16.1	-2.5
91	40	0	445.4	16.1	-2.5
91	40	0	445.4	16.1	-2.5
91	40	0	445.4	16.1	-2.5
91	40	0	445.4	16.1	-2.5
91	40	0	445.4	16.1	-2.5
91	40	0	445.4	16.1	-2.5
91	40	0	445.4	16.1	-2.5
91	40	0	445.4	16.1	-2.5
91	40	0	445.4	16.1	-2.5
91	40	0	445.3	16.1	-2.4
91	40	0	445.3	16.1	-2.4
91	40	0	445.3	16.1	-2.4
91	40	0	445.3	16.1	-2.4
91	39	0	445.3	16.1	-2.4
91	39	0	445.3	16.1	-2.4
91	39	0	445.3	16.1	-2.4
91	39	0	445.3	16.1	-2.4
91	40	0	445.3	16.1	-2.4
91	40	0	445.3	16.1	-2.4
91	40	0	445.3	16.1	-2.4
91	40	0	445.3	16.1	-2.4
91	40	0	445.3	16.1	-2.4
91	40	0	445.3	16.1	-2.4
91	40	0	445.3	16.1	-2.4
91	40	0	445.3	16.1	-2.4
91	40	0	445.3	16.1	-2.4
91	40	0	445.3	16.1	-2.4
91	40	0	445.3	16.1	-2.4
91	40	0	445.2	16.1	-2.4
91	40	0	445.2	16.1	-2.4
91	40	0	445.2	16.1	-2.4
91	40	0	445.2	16.1	-2.4
91	40	0	445.2	16.1	-2.4
91	40	0	445.2	16.1	-2.4
91	40	0	445.2	16.1	-2.4
91	40	0	445.2	16.1	-2.4
91	40	0	445.2	16.1	-2.4
91	40	0	445.2	16.1	-2.4
91	40	0	445.2	16.1	-2.4
91	40	0	445.2	16.1	-2.4
91	40	0	445.2	16.1	-2.4
91	40	0	445.2	16.1	-2.4
91	40	0	445.2	16.1	-2.4
91	40	0	445.2	16.1	-2.5
91	40	0	445.2	16.1	-2.5
91	40	0	445.2	16.1	-2.5
91	40	0	445.2	16.1	-2.5
91	40	0	445.1	16.1	-2.5
91	40	0	445.1	16.1	-2.5
91	40	0	445.1	16.1	-2.5
91	40	0	445.1	16.1	-2.5
91	40	0	445.1	16.1	-2.5
91	40	0	445.1	16.1	-2.5
91	40	0	445.1	16.1	-2.5
91	40	0	445.1	16.1	-2.4
91	40	0	445.1	16.1	-2.4
91	40	0	445.1	16.1	-2.4
